Survey Date,Survey Round,Site ID,Site Name,Site Alternate Name,OCHA Region,OCHA Region P-Code,OCHA Zone,OCHA Zone P-Code,OCHA Woreda,OCHA Woreda P-Code,Longitude,Latitude,Site Open Date,Settlement/site type,Total Individuals,Data Source,Managed Site?,Camp Management Agency,Notes
"20 March, 2021",Round 25,SO527,Gurumo,,Somali,ET05,Nogob,ET0510,Garbo,ET051003,43.3463149,7.488656915,2017-01-01 00:00:00,Spontaneous camp/site,388,DTM SA Round 25,,,
"20 March, 2021",Round 25,SO541,Elnasib,,Somali,ET05,Daawa,ET0511,Hudet,ET051104,39.18284903,4.753146772,2012-05-15 00:00:00,Host community/families,836,DTM SA Round 25,,,
"20 March, 2021",Round 25,SO543,Dire Dima,,Somali,ET05,Daawa,ET0511,Hudet,ET051104,39.2040803,4.887601137,2012-05-15 00:00:00,Host community/families,1268,DTM SA Round 25,,,
"20 March, 2021",Round 25,SO546,Roba,,Somali,ET05,Daawa,ET0511,Hudet,ET051104,39.1674592,4.812838257,2017-01-10 00:00:00,Host community/families,1462,DTM SA Round 25,,,
"20 March, 2021",Round 25,SO563,Lagahida Town 02,,Somali,ET05,Erer,ET0504,Lagahida,ET050407,41.7797348,7.384849262,2017-06-03 00:00:00,Spontaneous camp/site,905,DTM SA Round 25,,,
"20 March, 2021",Round 25,SO617,Weydkal,,Somali,ET05,Afder,ET0508,Barey,ET050807,42.79153356,5.01135116,2017-04-24 00:00:00,Spontaneous camp/site,3547,DTM SA Round 25,,,
"20 March, 2021",Round 25,SO688,Afgoye,,Somali,ET05,Liban,ET0509,Deka Suftu,ET050991,40.03466515,5.202407654,2018-06-05 00:00:00,Spontaneous camp/site,726,DTM SA Round 25,,,
"20 March, 2021",Round 25,SO739,Wangay town,,Somali,ET05,Erer,ET0504,Wangey,ET050499,42.21999726,7.329248314,2019-05-19 00:00:00,Spontaneous camp/site,476,DTM SA Round 25,,,
"20 March, 2021",Round 25,SO740,Banan dayurad,,Somali,ET05,Erer,ET0504,Wangey,ET050499,42.21809942,7.444108273,2019-05-19 00:00:00,Spontaneous camp/site,373,DTM SA Round 25,,,
"19 March, 2021",Round 25,AF229,Segento,,Afar,ET02,Gabi /Zone 3,ET0203,Dulecha,ET020304,40.05560748,9.307495251,2018-09-15 00:00:00,Spontaneous camp/site,1908,DTM SA Round 25,,,
"19 March, 2021",Round 25,AM157,Kebele 03,,Amhara,ET03,North Wello,ET0303,Raya Kobo,ET030302,39.63392232,12.15830024,2018-03-15 00:00:00,Host community/families,184,DTM SA Round 25,,,
"19 March, 2021",Round 25,AM186,Jib Asira,,Amhara,ET03,South Gondar,ET0302,East Esite,ET030208,37.94673744,11.60045163,2016-01-16 00:00:00,Host community/families,710,DTM SA Round 25,,,
"19 March, 2021",Round 25,AM264,Bizrakani  Center,,Amhara,ET03,Awi,ET0309,Guangua,ET030904,36.4697054,11.0004998,2020-10-23 00:00:00,Host community/families,2062,DTM SA Round 25,,,
"19 March, 2021",Round 25,AM348,Semen Degera,,Amhara,ET03,Awi,ET0309,Guangua,ET030904,36.598121,10.9471356,2020-12-29 00:00:00,Host community/families,469,DTM SA Round 25,,,
"19 March, 2021",Round 25,AM370,Awura Godana Camp,,Amhara,ET03,North Wello,ET0303,Raya Kobo,ET030302,39.7765003,11.9820797,2018-02-08 00:00:00,Collective Center,134,DTM SA Round 25,,,
"19 March, 2021",Round 25,AM371,Sedu,,Amhara,ET03,North Wello,ET0303,Raya Kobo,ET030302,39.7314627,12.0368986,2018-03-31 00:00:00,Host community/families,184,DTM SA Round 25,,,
"19 March, 2021",Round 25,AM415,Agut Mesmer,Mankusa Agut Mesmer,Amhara,ET03,West Gojam,ET0307,Jabi Tehnan,ET030709,37.1779451,10.6996693,2021-03-19 00:00:00,Host community/families,1057,DTM SA Round 25,,,
"19 March, 2021",Round 25,AM442,Jiga Medahniyalem,,Amhara,ET03,West Gojam,ET0307,Jabi Tehnan,ET030709,37.3761402,10.6786383,2019-05-02 00:00:00,Host community/families,1089,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR113,Mado migo,,Oromia,ET04,Borena,ET0412,Moyale (OR),ET041210,39.0419534,3.5649171,2016-12-05 00:00:00,Spontaneous camp/site,2648,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR1130,Bijit,,Oromia,ET04,West Wellega,ET0401,Mana Sibu,ET040101,35.19377181,9.847891453,2018-09-05 00:00:00,Host community/families,136,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR1154,Korba,,Oromia,ET04,West Guji,ET0415,Suro Berguda,ET041594,37.97081612,5.58804412,2018-11-08 00:00:00,Dispersed Settlement,592,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR1446,Gemachu Duse,,Oromia,ET04,East Hararge,ET0410,Meta,ET041009,41.6427909,9.4313812,2020-12-30 00:00:00,Host community/families,86,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR1447,Bekalcha Oromia,,Oromia,ET04,East Hararge,ET0410,Meta,ET041009,41.659338,9.4124228,2020-12-31 00:00:00,Host community/families,91,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR1474,Mandi Town Administration Hall,Mandi Town Administration Hall,Oromia,ET04,West Wellega,ET0401,Mana Sibu,ET040101,35.1036074,9.7933023,2020-11-23 00:00:00,Collective Center,1729,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR370,Malab,,Oromia,ET04,Borena,ET0412,Moyale (OR),ET041210,39.03095,3.59406,2016-10-17 00:00:00,Dispersed Settlement,1968,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR521,Darafu,,Oromia,ET04,West Guji,ET0415,Suro Berguda,ET041594,37.9671247,5.708224009,2017-07-24 00:00:00,Dispersed Settlement,2470,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR578,Ifadin,,Oromia,ET04,East Hararge,ET0410,Babile (OR),ET041004,42.19231209,9.20343589,2017-09-15 00:00:00,Host community/families,116,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR581,Magala Bisidimo,,Oromia,ET04,East Hararge,ET0410,Babile (OR),ET041004,42.2153691,9.21401849,2017-09-15 00:00:00,Host community/families,323,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR628,Kula Town,,Oromia,ET04,Arsi,ET0408,Sude,ET040808,39.68838624,7.97843301,2017-09-19 00:00:00,Host community/families,84,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR636,Marmar,,Oromia,ET04,East Hararge,ET0410,Chinaksen,ET041015,42.63976219,9.513563888,2017-09-12 00:00:00,Host community/families,616,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR770,Barkale,,Oromia,ET04,East Hararge,ET0410,Babile (OR),ET041004,42.31166596,9.16253254,2017-09-15 00:00:00,Host community/families,482,DTM SA Round 25,,,
"19 March, 2021",Round 25,OR863,Hosale,,Oromia,ET04,East Hararge,ET0410,Chinaksen,ET041015,42.7417638,9.50776014,2017-09-12 00:00:00,Host community/families,181,DTM SA Round 25,,,
"19 March, 2021",Round 25,SD014,Bushulo,,,,,,,,38.46730041,7.01558961,2020-08-11 00:00:00,Host community/families,214,DTM SA Round 25,,,
"19 March, 2021",Round 25,SN332,Mehal Korga,,SNNP,ET07,Hadiya,ET0702,Misrak Badawacho,ET070205,38.01996856,7.11455507,2020-05-09 00:00:00,Host community/families,383,DTM SA Round 25,,,
"19 March, 2021",Round 25,SN335,Korga Tadagi Mazegaja,,SNNP,ET07,Hadiya,ET0702,Misrak Badawacho,ET070205,38.00952699,7.10581782,2020-05-09 00:00:00,Host community/families,158,DTM SA Round 25,,,
"19 March, 2021",Round 25,SN397,Digiso Tena Kela,,SNNP,ET07,Wolayita,ET0706,Damot Woide,ET070603,37.97761679,6.88680997,2020-09-05 00:00:00,Host community/families,169,DTM SA Round 25,,,
"19 March, 2021",Round 25,SN398,Marshuna,,SNNP,ET07,Wolayita,ET0706,Damot Woide,ET070603,37.97904489,6.87653974,2019-09-30 00:00:00,Host community/families,345,DTM SA Round 25,,,
"19 March, 2021",Round 25,SN441,Addis ketema,,SNNP,ET07,Bench Sheko,ET0711,Mizan Aman town,ET071107,35.58902111,7.003833732,2020-11-14 00:00:00,Spontaneous camp/site,242,DTM SA Round 25,,,
"19 March, 2021",Round 25,SN443,Gebaya Meda,,SNNP,ET07,Bench Sheko,ET0711,Mizan Aman town,ET071107,35.5467896,6.9534679,2019-09-26 00:00:00,Host community/families,1297,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO222,Gobdheer,,Somali,ET05,Erer,ET0504,Lagahida,ET050407,41.62835934,7.434869991,2014-05-14 00:00:00,Spontaneous camp/site,626,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO269,Mugwayn,,Somali,ET05,Nogob,ET0510,Garbo,ET051003,43.25850103,7.307160757,2017-01-10 00:00:00,Spontaneous camp/site,685,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO390,Dudun,,Somali,ET05,Shabelle,ET0506,Berocano,ET050608,43.2789195,6.367870303,2017-01-05 00:00:00,Spontaneous camp/site,1107,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO422,Bodadhere,,Somali,ET05,Jarar,ET0503,Gashamo,ET050304,45.53347459,7.785626054,2017-01-04 00:00:00,Spontaneous camp/site,3580,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO453,Karin Cagaar,,Somali,ET05,Nogob,ET0510,Garbo,ET051003,43.25427613,7.358728001,2017-01-10 00:00:00,Spontaneous camp/site,1885,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO545,Malka Ade,,Somali,ET05,Daawa,ET0511,Hudet,ET051104,39.15527968,4.697635993,2012-05-20 00:00:00,Host community/families,846,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO556,Sirsire,,Somali,ET05,Afder,ET0508,Barey,ET050807,42.63317442,4.471941443,2017-05-20 00:00:00,Spontaneous camp/site,1475,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO562,El-barde,,Somali,ET05,Erer,ET0504,Lagahida,ET050407,41.69563166,7.538132863,2017-05-29 00:00:00,Spontaneous camp/site,671,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO571,Geel Nuujis,,Somali,ET05,Nogob,ET0510,Garbo,ET051003,43.17947581,7.358488284,2017-07-17 00:00:00,Spontaneous camp/site,199,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO597,Washaqo,,Somali,ET05,Afder,ET0508,Barey,ET050807,42.96910134,4.330172032,2017-03-02 00:00:00,Spontaneous camp/site,659,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO598,El Har,,Somali,ET05,Afder,ET0508,Barey,ET050807,43.01439614,4.552422186,2017-04-20 00:00:00,Spontaneous camp/site,621,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO606,Harhoday,,Somali,ET05,Afder,ET0508,Barey,ET050807,42.81321689,4.301118278,2017-03-04 00:00:00,Spontaneous camp/site,771,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO608,Bussa,,Somali,ET05,Erer,ET0504,Lagahida,ET050407,41.65891816,7.424556561,2017-11-10 00:00:00,Spontaneous camp/site,5640,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO625,Nini,,Somali,ET05,Daawa,ET0511,Hudet,ET051104,39.18869757,4.647316225,2018-01-01 00:00:00,Host community/families,1230,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO633,Jaarsaw,,Somali,ET05,Erer,ET0504,Lagahida,ET050407,41.63878078,7.341641695,2017-12-13 00:00:00,Spontaneous camp/site,940,DTM SA Round 25,,,
"19 March, 2021",Round 25,SO798,Dumale,,Somali,ET05,Erer,ET0504,Lagahida,ET050407,41.8174716,7.3377574,2020-12-15 00:00:00,Spontaneous camp/site,613,DTM SA Round 25,,,
"19 March, 2021",4,TG404,Faras dage,Adi Gdi,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,38.9904405,13.6320407,44274,Host community/families,7437,Preliminary,,,
"19 March, 2021",4,TG405,04 Kebele,,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,38.9737607,13.6368993,44175,Host community/families,533,Preliminary,,,
"19 March, 2021",4,TG407,Tabia 01,,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,39.005844,13.6222187,44153,Host community/families,3204,Preliminary,,,
"19 March, 2021",4,TG408,Tabia 02,,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,39.0012146,13.6219888,44176,Host community/families,5719,Preliminary,,,
"18 March, 2021",Round 25,AF177,Andada,,Afar,ET02,Gabi /Zone 3,ET0203,Amibara,ET020301,40.38096337,9.483305937,2015-10-10 00:00:00,Spontaneous camp/site,1881,DTM SA Round 25,,,
"18 March, 2021",Round 25,AF219,Sunnunta,,Afar,ET02,Fanti /Zone 4,ET0204,Euwa,ET020402,40.21253055,11.81483925,2017-04-07 00:00:00,Spontaneous camp/site,1723,DTM SA Round 25,,,
"18 March, 2021",Round 25,AF220,Angalale,,Afar,ET02,Fanti /Zone 4,ET0204,Euwa,ET020402,40.13390931,11.83839152,2017-01-04 00:00:00,Spontaneous camp/site,222,DTM SA Round 25,,,
"18 March, 2021",Round 25,AF221,Marto,,Afar,ET02,Fanti /Zone 4,ET0204,Euwa,ET020402,40.18422951,11.8575377,2017-07-04 00:00:00,Spontaneous camp/site,368,DTM SA Round 25,,,
"18 March, 2021",Round 25,AF227,Degagali,,Afar,ET02,Fanti /Zone 4,ET0204,Euwa,ET020402,40.16665199,11.77916282,2017-07-04 00:00:00,Spontaneous camp/site,376,DTM SA Round 25,,,
"18 March, 2021",Round 25,AF319,Haruka,,Afar,ET02,Gabi /Zone 3,ET0203,Hanruka,ET020307,40.4042043,9.595473921,2020-09-03 00:00:00,Spontaneous camp/site,1398,DTM SA Round 25,,,
"18 March, 2021",Round 25,AF320,Kusura,,Afar,ET02,Gabi /Zone 3,ET0203,Hanruka,ET020307,40.39149196,9.536239075,2020-09-04 00:00:00,Spontaneous camp/site,2290,DTM SA Round 25,,,
"18 March, 2021",Round 25,AF323,Umerto,,Afar,ET02,Gabi /Zone 3,ET0203,Hanruka,ET020307,40.43162087,9.611675202,2020-11-14 00:00:00,Spontaneous camp/site,1994,DTM SA Round 25,,,
"18 March, 2021",Round 25,AM166,Abuarie,,Amhara,ET03,North Wello,ET0303,Raya Kobo,ET030302,39.64998742,12.10039471,2018-09-03 00:00:00,Host community/families,283,DTM SA Round 25,,,
"18 March, 2021",Round 25,AM265,Menta Wuha,,Amhara,ET03,Awi,ET0309,Guangua,ET030904,36.3487697,10.8514572,2020-10-25 00:00:00,Host community/families,5224,DTM SA Round 25,,,
"18 March, 2021",Round 25,AM325,Yimali,,Amhara,ET03,Awi,ET0309,Guangua,ET030904,36.4377269,10.8841964,2020-09-15 00:00:00,Host community/families,1867,DTM SA Round 25,,,
"18 March, 2021",Round 25,AM368,Addis Amba,,Amhara,ET03,North Wello,ET0303,Raya Kobo,ET030302,39.6295423,12.1557731,2018-02-08 00:00:00,Host community/families,122,DTM SA Round 25,,,
"18 March, 2021",Round 25,AM369,Arbit,,Amhara,ET03,North Wello,ET0303,Raya Kobo,ET030302,39.6321831,12.1548303,2018-02-13 00:00:00,Host community/families,76,DTM SA Round 25,,,
"18 March, 2021",Round 25,AM389,Gassay Ketena 3,,Amhara,ET03,South Gondar,ET0302,Farta,ET030204,38.1400463,11.79415725,2020-10-19 00:00:00,Host community/families,330,DTM SA Round 25,,,
"18 March, 2021",Round 25,AM413,Amstegna,Amstegna,Amhara,ET03,West Gojam,ET0307,Jabi Tehnan,ET030709,37.3324245,10.7894199,2019-04-25 00:00:00,Host community/families,388,DTM SA Round 25,,,
"18 March, 2021",Round 25,AM414,Maksegniet,Maksegniet,Amhara,ET03,West Gojam,ET0307,Jabi Tehnan,ET030709,37.3206571,10.8116929,2018-09-13 00:00:00,Host community/families,1507,DTM SA Round 25,,,
"18 March, 2021",Round 25,BG035,Gordana,,Benishangul Gumz,ET06,Kemashi,ET0604,Zayi,ET060401,36.0605587,9.9105709,2021-03-18 00:00:00,Spontaneous camp/site,169,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1122,Alaltuu,,Oromia,ET04,West Wellega,ET0401,Mana Sibu,ET040101,35.13941934,9.893145392,2018-10-07 00:00:00,Host community/families,310,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1126,Wanki Manako,,Oromia,ET04,West Wellega,ET0401,Mana Sibu,ET040101,35.219253,9.807068371,2020-12-21 00:00:00,Host community/families,314,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1127,Wanki Geba Fechasa,,Oromia,ET04,West Wellega,ET0401,Mana Sibu,ET040101,35.24851943,9.826134229,2018-10-01 00:00:00,Host community/families,766,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1131,Wanki Town,,Oromia,ET04,West Wellega,ET0401,Mana Sibu,ET040101,35.24881054,9.826491823,2018-09-06 00:00:00,Host community/families,590,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1173,Bika Torba,,Oromia,ET04,West Guji,ET0415,Suro Berguda,ET041594,37.97743079,5.668748991,2018-12-14 00:00:00,Dispersed Settlement,1121,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1174,Koticha,,Oromia,ET04,West Guji,ET0415,Suro Berguda,ET041594,37.96709388,5.618954846,2018-12-14 00:00:00,Dispersed Settlement,980,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1175,Bantesa,,Oromia,ET04,West Guji,ET0415,Suro Berguda,ET041594,37.99168452,5.582671158,2018-12-14 00:00:00,Dispersed Settlement,822,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1276,Turey,,Oromia,ET04,East Hararge,ET0410,Chinaksen,ET041015,42.64076484,9.60235929,2019-05-24 00:00:00,Host community/families,529,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1372,Ramata Salama,,Oromia,ET04,East Hararge,ET0410,Babile (OR),ET041004,42.1883205,9.17587356,2018-02-12 00:00:00,Host community/families,129,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1406,Haro,,Oromia,ET04,West Guji,ET0415,Bule Hora,ET041501,38.37483943,5.61719519,2020-03-27 00:00:00,Host community/families,2473,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1407,Sorile,,Oromia,ET04,West Guji,ET0415,Bule Hora,ET041501,38.36497526,5.6171435,2020-05-15 00:00:00,Host community/families,609,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1462,Buke Inika,,Oromia,ET04,West Wellega,ET0401,Mana Sibu,ET040101,35.1565436,9.8309613,2018-09-01 00:00:00,Host community/families,724,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR1471,Kalkalcha,,Oromia,ET04,Borena,ET0412,Guchi,ET041290,38.83227686,3.891857289,2020-10-15 00:00:00,Planned camp/site,3057,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR523,Bilu,,Oromia,ET04,West Guji,ET0415,Suro Berguda,ET041594,37.95493479,5.643282673,2017-09-13 00:00:00,Dispersed Settlement,1036,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR584,Ibada Gamachu,,Oromia,ET04,East Hararge,ET0410,Babile (OR),ET041004,42.22599396,9.14644147,2017-09-15 00:00:00,Host community/families,312,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR585,Najata Gamachisa,,Oromia,ET04,East Hararge,ET0410,Babile (OR),ET041004,42.16981286,9.16938853,2017-09-16 00:00:00,Host community/families,131,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR621,Robe 01 kebele,,Oromia,ET04,Arsi,ET0408,Robe,ET040812,39.62859893,7.8607751,2017-09-19 00:00:00,Host community/families,507,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR626,Bale 01 kebele,,Oromia,ET04,Arsi,ET0408,Bele Gesgar,ET040823,39.99790085,7.73308279,2017-09-20 00:00:00,Host community/families,112,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR727,Adale Town,,Oromia,ET04,Arsi,ET0408,Amigna,ET040810,39.91204382,7.79052049,2017-09-18 00:00:00,Host community/families,136,DTM SA Round 25,,,
"18 March, 2021",Round 25,OR819,Qararu,,Oromia,ET04,East Hararge,ET0410,Chinaksen,ET041015,42.64820221,9.6073647,2017-09-12 00:00:00,Host community/families,571,DTM SA Round 25,,,
"18 March, 2021",Round 25,SN080,Awar,,SNNP,ET07,South Omo,ET0707,Dasenech /Kuraz,ET070706,36.10982521,4.65419264,2020-04-22 00:00:00,Spontaneous camp/site,3249,DTM SA Round 25,,,
"18 March, 2021",Round 25,SN416,Mehal Change,,SNNP,ET07,Hadiya,ET0702,Shashogo,ET070204,38.10966055,7.55358466,2018-06-17 00:00:00,Host community/families,87,DTM SA Round 25,,,
"18 March, 2021",Round 25,SN424,Badaro,,SNNP,ET07,Hadiya,ET0702,Shashogo,ET070204,38.09901018,7.58323549,2018-06-17 00:00:00,Host community/families,154,DTM SA Round 25,,,
"18 March, 2021",Round 25,SO179,Lami,,Somali,ET05,Daawa,ET0511,Hudet,ET051104,39.27182947,4.847106219,2012-07-20 00:00:00,Host community/families,774,DTM SA Round 25,,,
"18 March, 2021",Round 25,SO226,Salahad town,,Somali,ET05,Nogob,ET0510,Salahad,ET051004,41.61476024,7.047806072,2014-04-14 00:00:00,Spontaneous camp/site,1488,DTM SA Round 25,,,
"18 March, 2021",Round 25,SO250,Haanwenle,,Somali,ET05,Siti,ET0501,Gota-Biki,ET050198,41.17936652,9.870453636,2015-04-01 00:00:00,Spontaneous camp/site,492,DTM SA Round 25,,,
"18 March, 2021",Round 25,SO294,Lochale,,Somali,ET05,Daawa,ET0511,Hudet,ET051104,39.3230481,4.794145607,2015-04-01 00:00:00,Host community/families,1478,DTM SA Round 25,,,
"18 March, 2021",Round 25,SO420,Haji salah,,Somali,ET05,Jarar,ET0503,Gashamo,ET050304,45.2439306,8.584409036,2017-01-19 00:00:00,Spontaneous camp/site,2281,DTM SA Round 25,,,
"18 March, 2021",Round 25,SO454,Dardher,,Somali,ET05,Nogob,ET0510,Garbo,ET051003,43.14401288,7.153970561,2017-01-10 00:00:00,Spontaneous camp/site,798,DTM SA Round 25,,,
"18 March, 2021",Round 25,SO457,Malayko,,Somali,ET05,Nogob,ET0510,Garbo,ET051003,43.23005415,7.218896425,2017-01-07 00:00:00,Spontaneous camp/site,1497,DTM SA Round 25,,,
"18 March, 2021",Round 25,SO536,Malka Guba,,Somali,ET05,Daawa,ET0511,Hudet,ET051104,39.31622495,4.861166127,2016-07-16 00:00:00,Host community/families,1212,DTM SA Round 25,,,
"18 March, 2021",Round 25,SO596,Dana-Adin,,Somali,ET05,Afder,ET0508,Barey,ET050807,42.4189255,4.606744405,2017-03-20 00:00:00,Spontaneous camp/site,2046,DTM SA Round 25,,,
"18 March, 2021",Round 25,SO791,Kamoor,,Somali,ET05,Liban,ET0509,Filtu,ET050901,40.98194016,5.638616006,2020-09-09 00:00:00,Spontaneous camp/site,232,DTM SA Round 25,,,
"18 March, 2021",4,TG406,Adi Gdi Elementary School,,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,38.9900115,13.6326829,44250,Collective Center,2762,Preliminary,,,
"18 March, 2021",4,TG403,Lisanu Elementary School,,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,38.9873701,13.6280108,44268,Collective Center,1552,Preliminary,,,
"18 March, 2021",4,TG402,Meles Zenawi Preparatory School,,Tigray,ET01,Central,ET0102,Abi Adi town,ET010211,38.9911751,13.6303262,44166,Collective Center,7126,Preliminary,,,
"17 March, 2021",Round 25,AF218,Karahamole,,Afar,ET02,Gabi /Zone 3,ET0203,Dulecha,ET020304,40.02351008,9.463095773,2017-06-09 00:00:00,Spontaneous camp/site,1476,DTM SA Round 25,,,
"17 March, 2021",Round 25,AF222,Naftu,,Afar,ET02,Fanti /Zone 4,ET0204,Yalo,ET020404,39.96769415,12.43486056,2017-08-06 00:00:00,Other,227,DTM SA Round 25,,,
"17 March, 2021",Round 25,AF228,Kada Hurunto,,Afar,ET02,Gabi /Zone 3,ET0203,Dulecha,ET020304,40.1155786,9.471354338,2018-07-12 00:00:00,Spontaneous camp/site,1738,DTM SA Round 25,,,
"17 March, 2021",Round 25,AF278,Lalaba,,Afar,ET02,Gabi /Zone 3,ET0203,Dulecha,ET020304,40.10756699,9.483225032,2020-08-24 00:00:00,Spontaneous camp/site,1320,DTM SA Round 25,,,
"17 March, 2021",Round 25,AF279,Magala,,Afar,ET02,Gabi /Zone 3,ET0203,Dulecha,ET020304,40.02142268,9.518452192,2020-08-24 00:00:00,Spontaneous camp/site,1247,DTM SA Round 25,,,
"17 March, 2021",Round 25,AM169,Kebele 04,,Amhara,ET03,South Gondar,ET0302,Debre Tabor town,ET030210,37.99887954,11.86112705,2017-12-23 00:00:00,Host community/families,1278,DTM SA Round 25,,,
"17 March, 2021",Round 25,AM182,Kebele 02,,Amhara,ET03,South Gondar,ET0302,Debre Tabor town,ET030210,38.01107257,11.85971942,2017-10-05 00:00:00,Host community/families,329,DTM SA Round 25,,,
"17 March, 2021",Round 25,AM183,Kebele 06,,Amhara,ET03,South Gondar,ET0302,Debre Tabor town,ET030210,38.02095343,11.85642758,2017-12-14 00:00:00,Host community/families,503,DTM SA Round 25,,,
"17 March, 2021",Round 25,AM184,Mahidere Mariyam,,Amhara,ET03,South Gondar,ET0302,Farta,ET030204,37.9212771,11.71448109,2017-09-12 00:00:00,Host community/families,533,DTM SA Round 25,,,
"17 March, 2021",Round 25,AM267,Tiru Berhan,,Amhara,ET03,Awi,ET0309,Guangua,ET030904,36.5469751,11.0486583,2020-11-20 00:00:00,Host community/families,5320,DTM SA Round 25,,,
"17 March, 2021",Round 25,AM268,Sudie,,Amhara,ET03,Awi,ET0309,Guangua,ET030904,36.5552134,10.9914815,2021-01-05 00:00:00,Host community/families,834,DTM SA Round 25,,,
"17 March, 2021",Round 25,AM412,Hodanshi,Borabur,Amhara,ET03,West Gojam,ET0307,Jabi Tehnan,ET030709,37.3126407,10.6837677,2019-04-19 00:00:00,Host community/families,1502,DTM SA Round 25,,,
"17 March, 2021",Round 25,OR1123,Buke Hena,,Oromia,ET04,West Wellega,ET0401,Mana Sibu,ET040101,35.14943582,9.871704622,2018-10-25 00:00:00,Host community/families,309,DTM SA Round 25,,,
"17 March, 2021",Round 25,OR1349,Mendi 02 kebele,,Oromia,ET04,West Wellega,ET0401,Mendi town,ET040198,35.1052478,9.79825362,2019-06-04 00:00:00,Host community/families,3132,DTM SA Round 25,,,
"17 March, 2021",Round 25,OR1350,Mendi 03 kebele,,Oromia,ET04,West Wellega,ET0401,Mendi town,ET040198,35.10663546,9.79456264,2019-05-13 00:00:00,Host community/families,808,DTM SA Round 25,,,
"17 March, 2021",Round 25,OR1357,Karsa yaw,,Oromia,ET04,Borena,ET0412,Guchi,ET041290,39.06397457,3.727201767,2019-09-06 00:00:00,Spontaneous camp/site,2932,DTM SA Round 25,,,
"17 March, 2021",Round 25,OR1358,Lalabije,,Oromia,ET04,Borena,ET0412,Moyale (OR),ET041210,39.03603069,3.634488092,2019-09-16 00:00:00,Spontaneous camp/site,4628,DTM SA Round 25,,,
"17 March, 2021",Round 25,OR1360,Wedamo,,Oromia,ET04,Borena,ET0412,Guchi,ET041290,39.03565834,3.711777243,2019-09-11 00:00:00,Spontaneous camp/site,10101,DTM SA Round 25,,,
"17 March, 2021",Round 25,OR1416,Urgaha Erer,,Oromia,ET04,West Shewa,ET0405,Jeldu,ET040502,38.00571987,9.44156697,2020-08-14 00:00:00,Collective Center,566,DTM SA Round 25,,,
"17 March, 2021",Round 25,OR1463,Mandi 04 kebele,,Oromia,ET04,West Wellega,ET0401,Mendi town,ET040198,35.1036547,9.7981297,2018-09-21 00:00:00,Host community/families,633,DTM SA Round 25,,,
