Survey Date,Survey Round,Site ID,Site Name,Site Alternate Name,OCHA Region,OCHA Region P-Code,OCHA Zone,OCHA Zone P-Code,OCHA Woreda,OCHA Woreda P-Code,Longitude,Latitude,Site Open Date,Settlement/site type,Total Individuals,Data Source,Managed Site?,Camp Management Agency,Notes
"26 June, 2021",7,TG578,Guna Poultry farm,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.2792704,14.1134765,44149,Collective Center,4800,Preliminary,yes,IOM,
"26 June, 2021",7,TG584,Hibret,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.2851095,14.1013408,44149,Host community/families,148761,Preliminary,yes,UNHCR/ANE,
"26 June, 2021",7,TG583,Tahtay Beles,,Tigray,ET01,North Western,ET0101,Tahtay Koraro,ET010104,38.3952899,14.0714806,44166,Host community/families,1099,Preliminary,,,
"25 June, 2021",7,TG610,Model  Kindergarden,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.2858716,14.1089701,44145,Collective Center,1650,Preliminary,,,
"25 June, 2021",7,TG612,Youth Recreational Center,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.2948847,14.1083558,44145,Host community/families,546,Preliminary,,,
"24 June, 2021",7,TG598,Five Angels,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.28599486,14.07965059,44360,Planned camp/site,3072,Preliminary,yes,UNHCR/ANE,
"24 June, 2021",7,TG611,Mender 1,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.2780378,14.0998744,44145,Host community/families,21259,Preliminary,,,
"24 June, 2021",7,TG609,Mender 2,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.2772518,14.1045903,44145,Host community/families,58890,Preliminary,,,
"24 June, 2021",7,TG606,Mender 3,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.27788192,14.09058988,44149,Host community/families,210462,Preliminary,,,
"24 June, 2021",7,TG625,Midre Genet Elders Care Center,,Tigray,ET01,Mekelle,ET0107,Mekelle,ET010701,39.4669007,13.4945946,44367,Collective Center,272,Preliminary,,,
"24 June, 2021",7,TG585,Sehul,,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.2852319,14.1067134,44149,Host community/families,117530,Preliminary,,,
"24 June, 2021",7,TG605,Taba Weyane Elementary school,Teba Weyane Tsinat Primary School,Tigray,ET01,North Western,ET0101,Indasilassie town,ET010108,38.27960412,14.0940627,44359,Collective Center,6639,Preliminary,yes,IOM,
"23 June, 2021",7,AM259,Kebero Meda,,Amhara,ET03,Central Gondar,ET0311,Gonder town,ET031118,37.4162083,12.5518904,44162,Planned camp/site,1930,Preliminary,,,
"23 June, 2021",7,TG577,Amare,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7666979,14.3925793,44145,Host community/families,51801,Preliminary,,,
"23 June, 2021",7,TG582,Maebel,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7714613,14.3984376,42590,Host community/families,17818,Preliminary,,,
"23 June, 2021",7,TG608,Sheraro Shede 2,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7805461,14.3978333,44145,Collective Center,497,Preliminary,,,
"23 June, 2021",7,TG581,Sheraro Stadium,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7672655,14.3862345,44145,Host community/families,44523,Preliminary,,,
"22 June, 2021",7,TG499,107 Elementary School,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.76490759,14.38857799,44261,Collective Center,720,Preliminary,yes,UNHCR/ANE,
"22 June, 2021",7,TG505,Bet Mekri,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.77371068,14.39047854,44256,Collective Center,146,Preliminary,,,
"22 June, 2021",7,TG498,Catholic Elementary School,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7735122,14.3878735,44145,Collective Center,929,Preliminary,yes,UNHCR/ANE,
"22 June, 2021",7,TG506,Enda China,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7663739,14.38327195,44256,Collective Center,16283,Preliminary,yes,UNHCR/ANE,
"22 June, 2021",7,TG500,Ethnographic Museum of Kunama,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.76609985,14.39771795,44251,Collective Center,309,Preliminary,yes,UNHCR/ANE,
"22 June, 2021",7,TG592,Hayelom,,Tigray,ET01,North Western,ET0101,Maekel Adyabo,ET010112,37.9864554,14.45335,44145,Host community/families,4757,Preliminary,,,
"22 June, 2021",7,TG591,Kuhlen,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7729285,14.3906995,44145,Host community/families,122499,Preliminary,,,
"22 June, 2021",7,TG601,May Gilgalot Ketema,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.76814348,14.38826041,44352,Collective Center,679,Preliminary,,,
"22 June, 2021",7,TG502,Mlinuem Elementary School,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.76614501,14.39860273,44256,Collective Center,1457,Preliminary,yes,UNHCR/ANE,
"22 June, 2021",7,TG501,Mussie Preparatory School,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.76340213,14.39275278,44209,Collective Center,2117,Preliminary,yes,UNHCR/ANE,
"22 June, 2021",7,TG504,Semaetat Elementary School,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.77030313,14.38691132,44209,Collective Center,1799,Preliminary,yes,UNHCR/ANE,
"22 June, 2021",7,TG507,Sheraro Secondary School,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7774707,14.3941373,44145,Collective Center,9657,Preliminary,,,
"22 June, 2021",7,TG607,Sheraro Shede 1,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7747268,14.3924753,44145,Collective Center,706,Preliminary,,,
"22 June, 2021",7,TG497,Sheraro TVET,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7773284,14.3949066,44145,Host community/families,908,Preliminary,,,
"22 June, 2021",7,TG503,Tekeze Co-operative Union Shed,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.76571182,14.38920953,44211,Collective Center,224,Preliminary,yes,UNHCR/ANE,
"21 June, 2021",7,TG496,Adihageray Elementary School,,Tigray,ET01,North Western,ET0101,Maekel Adyabo,ET010112,37.9877112,14.4508055,44145,Host community/families,851,Preliminary,,,
"21 June, 2021",7,TG216,Adis Tesfa,,Tigray,ET01,Eastern,ET0103,Gulo Mekeda,ET010301,39.365737,14.4671588,43358,Host community/families,6183,Preliminary,,,
"21 June, 2021",7,TG629,Adissalem,,Tigray,ET01,Eastern,ET0103,Zala Anbesa town,ET010318,39.3834873,14.5221738,44162,Host community/families,1339,Preliminary,,,
"21 June, 2021",7,TG218,Ambeset Fkada,,Tigray,ET01,Eastern,ET0103,Gulo Mekeda,ET010301,39.4008148,14.3912797,43368,Host community/families,7508,Preliminary,,,
"21 June, 2021",7,TG630,Araguro,,Tigray,ET01,Eastern,ET0103,Zala Anbesa town,ET010318,39.3828586,14.5189595,44162,Host community/families,1186,Preliminary,,,
"21 June, 2021",7,TG632,Aratkilo,,Tigray,ET01,Eastern,ET0103,Zala Anbesa town,ET010318,39.3861992,14.5256332,44162,Host community/families,1220,Preliminary,,,
"21 June, 2021",7,TG220,Fatsi Town,,Tigray,ET01,Eastern,ET0103,Gulo Mekeda,ET010301,39.3805856,14.4004775,43358,Host community/families,7067,Preliminary,,,
"21 June, 2021",7,TG631,Mibrak Tsehay,,Tigray,ET01,Eastern,ET0103,Zala Anbesa town,ET010318,39.3869737,14.530091,44162,Host community/families,1496,Preliminary,,,
"21 June, 2021",7,TG236,Shewit Lemlem,,Tigray,ET01,Eastern,ET0103,Gulo Mekeda,ET010301,39.3692257,14.4110166,43398,Host community/families,1328,Preliminary,,,
"19 June, 2021",7,TG567,Adi Daero Elementary School,,Tigray,ET01,North Western,ET0101,Adi Daero,ET010111,38.17321225,14.31201052,44303,Collective Center,801,Preliminary,,,
"19 June, 2021",7,TG550,Adi Nebried Elementary School,,Tigray,ET01,North Western,ET0101,Seyemti Adyabo,ET010110,38.1889702,14.41324359,44256,Collective Center,2880,Preliminary,yes,UNHCR/ANE,
"19 June, 2021",7,TG199,Adi-Nebried Town,,Tigray,ET01,North Western,ET0101,Seyemti Adyabo,ET010110,38.18708402,14.4177009,43351,Host community/families,13840,Preliminary,,,
"19 June, 2021",7,TG624,Felege  Mayat,,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.4714658,13.6018078,44341,Host community/families,76,Preliminary,,,
"19 June, 2021",7,TG600,Hadush Adi,,Tigray,ET01,North Western,ET0101,Adi Daero,ET010111,38.17542583,14.31294947,44145,Host community/families,7935,Preliminary,,,
"19 June, 2021",7,TG623,Romanat,,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.4240156,13.590992,44275,Host community/families,896,Preliminary,,,
"19 June, 2021",7,TG594,Zone 1,,Tigray,ET01,North Western,ET0101,Adi Daero,ET010111,38.1705917,14.3106648,44145,Host community/families,3974,Preliminary,,,
"19 June, 2021",7,TG595,Zone 2,,Tigray,ET01,North Western,ET0101,Adi Daero,ET010111,38.1707847,14.3151722,44145,Host community/families,3677,Preliminary,,,
"19 June, 2021",7,TG580,Zone 3,,Tigray,ET01,North Western,ET0101,Adi Daero,ET010111,38.1700146,14.3176027,42589,Host community/families,3233,Preliminary,,,
"19 June, 2021",7,TG604,Zone-5,,Tigray,ET01,North Western,ET0101,Adi Daero,ET010111,38.17660842,14.30836937,44145,Host community/families,6399,Preliminary,,,
"18 June, 2021",7,AM314,Dara,,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.7431507,12.921327,44140,Host community/families,289,Preliminary,,,
"18 June, 2021",7,AM305,Wekin,,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.8246989,13.0632541,44145,Host community/families,670,Preliminary,,,
"18 June, 2021",7,AM256,Military Camp,,Amhara,ET03,West Gondar,ET0312,Midre Genet,ET031223,36.461954,13.68875771,44144,Collective Center,377,Preliminary,,,
"18 June, 2021",7,AM255,Wakshem,,Amhara,ET03,West Gondar,ET0312,Midre Genet,ET031223,36.47073511,13.69564617,44139,Open space,370,Preliminary,,,
"18 June, 2021",7,TG576,Awetash Diaspora,,Tigray,ET01,North Western,ET0101,Sheraro town,ET010107,37.7707661,14.3891414,44166,Collective Center,203,Preliminary,,,
"18 June, 2021",7,TG597,Birhan,,Tigray,ET01,North Western,ET0101,Laelay Koraro,ET010109,38.47590255,14.11834708,44153,Host community/families,5602,Preliminary,,,
"18 June, 2021",7,TG614,Debre Kebi'e,,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.659227,13.5551998,44156,Host community/families,108,Preliminary,,,
"18 June, 2021",7,TG621,Derga Ajen,Aragure,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.682912,13.5092466,44341,Host community/families,76,Preliminary,,,
"18 June, 2021",7,TG298,Didiba,,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.53130994,13.35927354,43537,Host community/families,400,Preliminary,,,
"18 June, 2021",7,TG616,Felege Selam,,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.5675264,13.4133555,44190,Host community/families,107,Preliminary,,,
"18 June, 2021",7,TG558,Freweynei primary School,,Tigray,ET01,Eastern,ET0103,Freweyni town,ET010313,39.5749497,14.0546106,44329,Collective Center,1485,Preliminary,yes,IOM,
"18 June, 2021",7,TG265,Gamra,,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.56786939,13.3889773,43414,Host community/families,318,Preliminary,,,
"18 June, 2021",7,TG622,Kedamay Weyane,Ashegoda,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.5520797,13.4252362,44185,Host community/families,364,Preliminary,,,
"18 June, 2021",7,TG301,Lemlem,,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.68471349,13.38534786,43537,Host community/families,215,Preliminary,,,
"18 June, 2021",7,TG285,May-Mekden,,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.567335,13.58212833,43473,Host community/families,2633,Preliminary,,,
"18 June, 2021",7,TG302,Menbere Kidusan,,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.62661759,13.39382844,43537,Host community/families,248,Preliminary,,,
"18 June, 2021",7,TG620,Semha,,Tigray,ET01,South Eastern,ET0106,Enderta,ET010602,39.5970376,13.5012049,44216,Host community/families,766,Preliminary,,,
"18 June, 2021",7,TG628,Tourist Hotel,,Tigray,ET01,Eastern,ET0103,Freweyni town,ET010313,39.5792719,14.0509244,44359,Collective Center,128,Preliminary,,,
"18 June, 2021",7,TG482,Zone 01,,Tigray,ET01,Eastern,ET0103,Freweyni town,ET010313,39.5788811,14.0553116,44159,Host community/families,1582,Preliminary,,,
"18 June, 2021",7,TG481,Zone 02,,Tigray,ET01,Eastern,ET0103,Freweyni town,ET010313,39.5780804,14.052003,44159,Host community/families,2203,Preliminary,,,
"18 June, 2021",7,TG484,Zone 03,,Tigray,ET01,Eastern,ET0103,Freweyni town,ET010313,39.5707681,14.0535651,44159,Host community/families,1515,Preliminary,,,
"18 June, 2021",7,TG485,Zone 04,,Tigray,ET01,Eastern,ET0103,Freweyni town,ET010313,39.573505,14.0524934,44159,Host community/families,1109,Preliminary,,,
"18 June, 2021",7,TG483,Zone 05,,Tigray,ET01,Eastern,ET0103,Freweyni town,ET010313,39.5715162,14.0609877,44159,Host community/families,1871,Preliminary,,,
"17 June, 2021",7,AM470,Deromamay,,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.9096688,12.9521139,44184,Host community/families,230,Preliminary,,,
"17 June, 2021",7,AM471,Defia,,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.8813047,12.9762792,44214,Host community/families,74,Preliminary,,,
"17 June, 2021",7,AM472,Jambelew,,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.8607911,13.0227885,44214,Host community/families,188,Preliminary,,,
"17 June, 2021",7,AM312,Dekua,,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.8396016,13.0397707,44159,Host community/families,259,Preliminary,,,
"17 June, 2021",7,TG615,Abeda,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.4497377,12.9091918,44214,Host community/families,221,Preliminary,,,
"17 June, 2021",7,TG475,Belgium Health Post,,Tigray,ET01,Eastern,ET0103,Edaga Hamus town,ET010311,39.564111,14.1834697,44222,Collective Center,81,Preliminary,yes,UNHCR,
"17 June, 2021",7,TG619,EBD Store,Agriculture office Store,Tigray,ET01,South Eastern,ET0106,Adigudom,ET010607,39.51488,13.2433709,44341,Collective Center,670,Preliminary,,,
"17 June, 2021",7,TG476,Edaga Hamus Comprehensive Secondary School,,Tigray,ET01,Eastern,ET0103,Edaga Hamus town,ET010311,39.5651118,14.1873973,44250,Collective Center,169,Preliminary,yes,UNHCR,
"17 June, 2021",7,TG474,Fana Primary School,,Tigray,ET01,Eastern,ET0103,Edaga Hamus town,ET010311,39.5607172,14.1833034,44250,Collective Center,129,Preliminary,yes,UNHCR,
"17 June, 2021",7,TG267,Hawatsu,,Tigray,ET01,South Eastern,ET0106,Hintalo,ET010603,39.53148455,13.24619745,43449,Host community/families,103,Preliminary,,,
"17 June, 2021",7,TG268,May-Nebri,,Tigray,ET01,South Eastern,ET0106,Hintalo,ET010603,39.49697458,13.13428882,43452,Host community/families,251,Preliminary,,,
"17 June, 2021",7,TG473,One to Four Elementary School,,Tigray,ET01,Eastern,ET0103,Edaga Hamus town,ET010311,39.5626058,14.1864079,44250,Collective Center,105,Preliminary,,,
"17 June, 2021",7,TG477,Tabia 01,,Tigray,ET01,Eastern,ET0103,Edaga Hamus town,ET010311,39.5642612,14.1870338,44160,Host community/families,3400,Preliminary,,,
"17 June, 2021",7,TG479,Tabia 02,,Tigray,ET01,Eastern,ET0103,Edaga Hamus town,ET010311,39.5614741,14.1880915,44160,Host community/families,2575,Preliminary,,,
"17 June, 2021",7,TG480,Tabia 03,,Tigray,ET01,Eastern,ET0103,Edaga Hamus town,ET010311,39.5610149,14.1824613,44159,Host community/families,5150,Preliminary,,,
"17 June, 2021",7,TG478,Tabia 04,,Tigray,ET01,Eastern,ET0103,Edaga Hamus town,ET010311,39.5606914,14.192428,44160,Host community/families,5875,Preliminary,,,
"17 June, 2021",7,TG279,Tekea,,Tigray,ET01,Southern,ET0104,Emba Alaje,ET010404,39.48605479,12.92160438,43475,Host community/families,781,Preliminary,,,
"16 June, 2021",7,AM464,Ketena 2 Meshha,,Amhara,ET03,Wag Hamra,ET0308,Sahila,ET030806,38.50460631,12.91397632,44183,Host community/families,45,Preliminary,,,
"16 June, 2021",7,AM296,Arbaya Center,,Amhara,ET03,Central Gondar,ET0311,West Belesa,ET031116,37.8270897,12.4769831,44145,Host community/families,225,Preliminary,,,
"16 June, 2021",7,AM467,Abtera,,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.8004213,13.0486936,44185,Host community/families,135,Preliminary,,,
"16 June, 2021",7,AM468,Benker,,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.8004256,13.0486911,44213,Host community/families,122,Preliminary,,,
"16 June, 2021",7,AM469,Charbita,,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.716432,12.9082329,44184,Host community/families,66,Preliminary,,,
"16 June, 2021",7,AM263,Golmasa,Gomata,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.7818836,12.998045,44195,Planned camp/site,1870,Preliminary,,,
"16 June, 2021",7,TG419,Abreha We'atsbha Elementary School,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.72357615,14.12453467,44153,Collective Center,3000,Preliminary,yes,UNHCR/ANE,
"16 June, 2021",7,TG551,Aksum Full Elementary School,Edaga,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.71567422,14.1238413,44153,Collective Center,3318,Preliminary,yes,UNHCR/ANE,
"16 June, 2021",7,TG420,Araya Kahsu Health  Scinece Collegee,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.73106721,14.11495552,44153,Collective Center,866,Preliminary,yes,UNHCR/ANE,
"16 June, 2021",7,TG286,Dura,,Tigray,ET01,Central,ET0102,Laelay Maychew,ET010205,38.65500772,14.11140712,43478,Host community/families,1431,Preliminary,,,
"16 June, 2021",7,TG575,Enda Ayer,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.7125472,14.1223215,44151,Host community/families,39585,Preliminary,,,
"16 June, 2021",7,TG426,Ezana Elementary school,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.7498077,14.1186262,44149,Collective Center,1689,Preliminary,yes,UNHCR/ANE,
"16 June, 2021",7,TG599,Fkada,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.72416067,14.12296776,44153,Collective Center,24571,Preliminary,,,
"16 June, 2021",7,TG430,Kedamawi Menelik Secondary school,Weri,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.72297552,14.12062343,44151,Collective Center,939,Preliminary,yes,UNHCR/ANE,
"16 June, 2021",7,TG421,Kindeya Elementary school,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.73349173,14.11755833,44155,Collective Center,4012,Preliminary,yes,UNHCR/ANE,
"16 June, 2021",7,TG424,Megabit Elementary school,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.7423434,14.1232539,44147,Collective Center,901,Preliminary,yes,UNHCR/ANE,
"16 June, 2021",7,TG438,Tabia 01,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.46384,14.2755405,44159,Host community/families,5965,Preliminary,,,
"16 June, 2021",7,TG439,Tabia 02,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.4694832,14.2768602,44159,Host community/families,3275,Preliminary,,,
"16 June, 2021",7,TG442,Tabia 03,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.4626862,14.2810433,44159,Host community/families,1637,Preliminary,,,
"16 June, 2021",7,TG440,Tabia 04,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.4628206,14.2889629,44159,Host community/families,14093,Preliminary,,,
"16 June, 2021",7,TG441,Tabia 05,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.4602024,14.2834506,44159,Host community/families,4912,Preliminary,,,
"16 June, 2021",7,TG437,Tabia 06,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.4601931,14.2742594,44159,Host community/families,11054,Preliminary,,,
"16 June, 2021",7,TG422,Tatus Elementary school,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.72673412,14.11805969,44155,Collective Center,1015,Preliminary,yes,UNHCR/ANE,
"16 June, 2021",7,TG603,Tsli'a,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.75190248,14.12096367,44153,Host community/families,35975,Preliminary,,,
"15 June, 2021",7,TG409,Adi Mahleka Elementary school,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.88850937,14.16330506,44157,Collective Center,10220,Preliminary,,,
"15 June, 2021",7,TG545,Agazi,01 Kebele,Tigray,ET01,Southern,ET0104,Maichew town,ET010409,39.5450856,12.7893888,44170,Host community/families,1345,Preliminary,,,
"15 June, 2021",7,TG432,Agazi Primary School,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.459126,14.2794418,44171,Collective Center,2072,Preliminary,,,
"15 June, 2021",7,TG203,Baro,,Tigray,ET01,Southern,ET0104,Raya Azebo,ET010406,39.63049406,12.81011591,43351,Host community/families,293,Preliminary,,,
"15 June, 2021",7,TG172,Chekon,,Tigray,ET01,Southern,ET0104,Raya Azebo,ET010406,39.70166252,12.7233232,43172,Host community/families,836,Preliminary,,,
"15 June, 2021",7,TG589,Debrchi,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.9018616,14.161348,44154,Host community/families,19229,Preliminary,,,
"15 June, 2021",7,TG277,Ebo,,Tigray,ET01,Southern,ET0104,Raya Azebo,ET010406,39.69105426,12.84689954,43475,Host community/families,394,Preliminary,,,
"15 June, 2021",7,TG574,Enda Raesi,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.7197287,14.1283755,44362,Collective Center,120,Preliminary,,,
"15 June, 2021",7,TG436,Finotebirhan Secondary School,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.4574082,14.2784694,44171,Collective Center,12178,Preliminary,yes,UNHCR,
"15 June, 2021",7,TG210,Gereb Abo Hagos,,Tigray,ET01,Southern,ET0104,Raya Azebo,ET010406,39.67203923,12.82178116,43350,Host community/families,664,Preliminary,,,
"15 June, 2021",7,TG214,Hatsebo,,Tigray,ET01,Central,ET0102,Laelay Maychew,ET010205,38.75650326,14.11093759,43431,Host community/families,1592,Preliminary,,,
"15 June, 2021",7,TG590,Hayelom,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.8842387,14.167353,44154,Host community/families,48015,Preliminary,,,
"15 June, 2021",7,TG547,Hintset,04 Kebele,Tigray,ET01,Southern,ET0104,Maichew town,ET010409,39.5478465,12.7826742,44170,Host community/families,2441,Preliminary,,,
"15 June, 2021",7,TG428,Kaleb Secondary School,,Tigray,ET01,Central,ET0102,Axum town,ET010213,38.71377401,14.11873922,44151,Collective Center,5889,Preliminary,yes,UNHCR/ANE,
"15 June, 2021",7,TG546,Lekatit,03 Kebele,Tigray,ET01,Southern,ET0104,Maichew town,ET010409,39.5414027,12.782501,44172,Host community/families,4084,Preliminary,,,
"15 June, 2021",7,TG434,Meda Agame primary School,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.4687988,14.2838018,44171,Collective Center,15830,Preliminary,yes,UNHCR,
"15 June, 2021",7,TG435,Medhanialem Primary School,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.4577108,14.2825631,44171,Collective Center,8507,Preliminary,yes,IOM,
"15 June, 2021",7,TG593,Miebale,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.894631,14.1665484,44154,Host community/families,92520,Preliminary,,,
"15 June, 2021",7,TG433,Welwalo Primary School,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.4686732,14.2834752,44171,Collective Center,4763,Preliminary,yes,IOM,
"15 June, 2021",7,TG431,Yalembirhan Preparatory school,,Tigray,ET01,Eastern,ET0103,Adigrat town,ET010308,39.4706419,14.2869048,44171,Collective Center,7233,Preliminary,,,
"14 June, 2021",7,AF291,Haridora,,Afar,ET02,Fanti /Zone 4,ET0204,Yalo,ET020404,39.9195232,12.3878994,44157,Host community/families,1080,Preliminary,,,
"14 June, 2021",7,AF290,Dibina,,Afar,ET02,Fanti /Zone 4,ET0204,Yalo,ET020404,39.8815881,12.3923517,44153,Host community/families,1680,Preliminary,,,
"14 June, 2021",7,AF292,Arbto Ader,,Afar,ET02,Fanti /Zone 4,ET0204,Gulina,ET020405,39.9776896,12.142831,44153,Host community/families,2802,Preliminary,,,
"14 June, 2021",7,AF293,Walae,,Afar,ET02,Fanti /Zone 4,ET0204,Yalo,ET020404,39.9417606,12.4117868,44157,Host community/families,1800,Preliminary,,,
"14 June, 2021",7,AF294,Menafesha,,Afar,ET02,Fanti /Zone 4,ET0204,Yalo,ET020404,39.8773101,12.386688,44157,Host community/families,2400,Preliminary,,,
"14 June, 2021",7,AM313,Talak Mesk,,Amhara,ET03,North Gondar,ET0301,Dabat,ET030105,37.8015939,13.0234568,44147,Host community/families,299,Preliminary,,,
"14 June, 2021",7,AM301,Dabat 01,,Amhara,ET03,North Gondar,ET0301,Dabat town,ET030106,37.7651624,12.9859323,44145,Host community/families,452,Preliminary,,,
"14 June, 2021",7,AM302,Dabat 02,,Amhara,ET03,North Gondar,ET0301,Dabat town,ET030106,37.7691786,12.9845437,44145,Host community/families,606,Preliminary,,,
"14 June, 2021",7,AM303,Dabat 03,,Amhara,ET03,North Gondar,ET0301,Dabat town,ET030106,37.7598148,12.9826195,44145,Host community/families,426,Preliminary,,,
"14 June, 2021",7,AM304,Dabat 04,,Amhara,ET03,North Gondar,ET0301,Dabat town,ET030106,37.7604368,12.979889,44145,Host community/families,254,Preliminary,,,
"14 June, 2021",7,TG415,Adwa Elementary school ,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.8960599,14.1705806,44149,Collective Center,5753,Preliminary,,,
"14 June, 2021",7,TG255,Agamat,,Tigray,ET01,Southern,ET0104,Endamehoni,ET010405,39.52553883,12.75093628,43346,Host community/families,423,Preliminary,,,
"14 June, 2021",7,TG188,Ayder,,Tigray,ET01,Southern,ET0104,Endamehoni,ET010405,39.4980517,12.79398572,43205,Host community/families,461,Preliminary,,,
"14 June, 2021",7,TG176,Chinque Majo,,Tigray,ET01,Southern,ET0104,Endamehoni,ET010405,39.54377397,12.6957114,43179,Host community/families,302,Preliminary,,,
"14 June, 2021",7,TG190,Dirdir,,Tigray,ET01,Southern,ET0104,Endamehoni,ET010405,39.56431833,12.70398521,43291,Host community/families,248,Preliminary,,,
"14 June, 2021",7,TG417,Enda Tsion,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.8979121,14.1543055,44159,Collective Center,7113,Preliminary,,,
"14 June, 2021",7,TG418,Haleka Teweldemedhn Full Elementary school,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.88273176,14.15786926,44159,Collective Center,10326,Preliminary,,,
"14 June, 2021",7,TG410,Korea Secondary school,,Tigray,ET01,Central,ET0102,Adwa town,ET010212,38.88642497,14.158311,44162,Collective Center,3552,Preliminary,,,
"14 June, 2021",7,TG544,Mussie,Tabia 02,Tigray,ET01,Southern,ET0104,Maichew town,ET010409,39.5366686,12.7845856,44149,Host community/families,2121,Preliminary,,,
